11,12,11
11,13,11
11,12,11
7,9,7
9,9,9
7,9,7
8,10,8
4,8,4
1,4,1
4,6,4
3,6,3
3,6,3
2,5,2
2,5,2
4,6,4
6,7,6
8,9,8
4,7,4
7,9,7
4,7,4
1,5,1
5,6,5
4,7,4
8,10,8
9,11,9
4,7,4
7,9,7
8,10,8
9,10,9
